user_id,product_type_id,isbn13,name,author,author_details,book_edition,cat_id,price,discount,delivery_charge,quantity,no_of_pages,weight,book_language,image,publisher,publishing_year,publishing_role_id,currency_code,country_code,description,book_binding,status,slug,created_at
15,1,9780198784364,The Use Of Force In International Law,Ruys Et Al,N/A,30-05-18,93,5941,20,,10,962,1kg 620g,English,9780198784364.jpg,OUP Oxford ,30-05-18,2012,INR,IND,,Paperback,1,the-use-of-force-in-international-law,2021-12-19 17:15:10
15,1,9780198784685,Agency:Law & Principles 3E C,Munday,N/A,15-09-16,93,9364,20,,10,460,712g,English,9780198784685.jpg,OUP Oxford ,15-09-16,2012,INR,IND,,Hardcover,1,agencylaw-principles-3e-c,2021-12-19 17:15:10
15,1,9780198784807,Practit Handb Intern Commerc Arbit 3E C,"Weigand,Pfitzner",N/A,02-04-19,93,32724,20,,10,2048,2kg 200g,English,9780198784807.jpg,OUP Oxford ,02-04-19,2012,INR,IND,,Hardcover,1,practit-handb-intern-commerc-arbit-3e-c,2021-12-19 17:15:10
15,1,9780198784869,4-Manifolds Ogtm Cloth,Akbulut,N/A,25-08-16,93,5941,20,,10,276,604g,English,9780198784869.jpg,OUP Oxford ,25-08-16,2012,INR,IND,,Hardcover,1,4-manifolds-ogtm-cloth,2021-12-19 17:15:10
15,1,9780198784906,The Esc Textbook Of Cardiovascular Medicine 3E C,"Camm, A. John",N/A,19-12-18,93,24669,25,,10,3408,2kg,English,9780198784906.jpg,OUP Oxford ,19-12-18,2012,INR,IND,,Hardcover,1,the-esc-textbook-of-cardiovascular-medicine-3e-c,2021-12-19 17:15:10
15,1,9780198785453,Re-Imagining Capitalism,"Barton, Dominic; Horvath, Dezso",N/A,15-09-16,93,3322,20,,10,368,722g,English,9780198785453.jpg,OUP Oxford ,15-09-16,2012,INR,IND,,Hardcover,1,re-imagining-capitalism,2021-12-19 17:15:10
15,1,9780198785569,Essential Fish Biology P,"Burton, Derek; Burton, Margaret",N/A,30-09-17,93,4027,20,,10,448,1kg 10g,English,9780198785569.jpg,OUP Oxford ,30-09-17,2012,INR,IND,,Paperback,1,essential-fish-biology-p,2021-12-19 17:15:10
15,1,9780198785583,"The Oxford Handbook Of Sociology, Social Theory, And Organization Studies",Edited By Paul S. Adler,N/A,26-05-16,94,3021,20,,10,816,1kg 360g,English,9780198785583.jpg,OUP Oxford ,26-05-16,2012,INR,IND,,Paperback,1,the-oxford-handbook-of-sociology-social-theory-and-organization-studies,2021-12-19 17:15:10
15,1,9780198785668,The Globalization Of Hate,Edited By Jennifer Schweppe,N/A,19-05-16,93,7552,20,,10,352,688g,English,9780198785668.jpg,OUP Oxford ,19-05-16,2012,INR,IND,,Hardcover,1,the-globalization-of-hate,2021-12-19 17:15:10
15,1,9780198785781,Topological Aspects Of Condensed Matter Physics,Chamon Et Al,N/A,26-01-17,93,5033,20,,10,704,1kg 220g,English,9780198785781.jpg,OUP Oxford ,26-01-17,2012,INR,IND,,Hardcover,1,topological-aspects-of-condensed-matter-physics,2021-12-19 17:15:10
15,1,9780198786320,The Law Of Majority Shareholder Power,Chivers Et Al,N/A,27-04-17,93,20641,20,,10,288,640g,English,9780198786320.jpg,OUP Oxford ,27-04-17,2012,INR,IND,,Hardcover,1,the-law-of-majority-shareholder-power,2021-12-19 17:15:10
15,1,9780198786429,Philosophical Foundations Of Children'S And Family Law,"Brake,Ferguson",N/A,08-03-18,93,8861,20,,10,368,740g,English,9780198786429.jpg,OUP Oxford ,08-03-18,2012,INR,IND,,Hardcover,1,philosophical-foundations-of-childrens-and-family-law,2021-12-19 17:15:10
